iter	Logloss
592	0.02218607143
593	0.02212201067
594	0.0220803668
595	0.02202642482
596	0.02197772412
597	0.02192050817
598	0.02189330432
599	0.0218355316
600	0.02178699574
601	0.02175716085
602	0.02170897758
603	0.02166681056
604	0.02160832466
605	0.02156116287
606	0.02152281521
607	0.02146070605
608	0.02140479453
609	0.02135831866
610	0.02131549663
611	0.02125574854
612	0.02120010729
613	0.02114285758
614	0.02107803794
615	0.02105447368
616	0.02099003949
617	0.0209332171
618	0.02086502392
619	0.02082598326
620	0.02078919791
621	0.02073411757
622	0.02068101031
623	0.02065203325
624	0.02059660148
625	0.02054469461
626	0.02048627922
627	0.02044528231
628	0.02037358497
629	0.02033351951
630	0.02030827505
631	0.02025644451
632	0.02021620469
633	0.0201876316
634	0.02015440215
635	0.02011566715
636	0.02007169273
637	0.02001491959
638	0.01997748417
639	0.01992477026
640	0.01987334869
641	0.01981961742
642	0.0197778486
643	0.01974254197
644	0.01970839022
645	0.01967587139
646	0.0196236704
647	0.01958191202
648	0.01953369153
649	0.01949277588
650	0.01945864381
651	0.019408778
652	0.01935439291
653	0.01930900749
654	0.01927304278
655	0.01924332327
656	0.01920150705
657	0.01915666122
658	0.0191149477
659	0.01907182316
660	0.01901407465
661	0.01899037197
662	0.0189388006
663	0.01888080294
664	0.01884562991
665	0.01878820506
666	0.01873584645
667	0.01870731474
668	0.01866513874
669	0.01862838531
670	0.01859087116
671	0.01854531215
672	0.01850095446
673	0.01847456204
674	0.01843700179
675	0.01840240877
676	0.01835660865
677	0.01829866107
678	0.01826635467
679	0.01823144942
680	0.01815645323
681	0.01812674274
682	0.01808667152
683	0.01804872525
684	0.01801578315
685	0.01798328845
686	0.0179622289
687	0.01792325831
688	0.01789394801
689	0.01786435643
690	0.01780860491
691	0.01774388515
692	0.01769865191
693	0.01766070951
694	0.01761466503
695	0.01757669559
696	0.01754537727
697	0.01749923459
698	0.01746781162
699	0.01743456143
700	0.01738097046
701	0.01734207586
702	0.01732710788
703	0.01727856745
704	0.01724087145
705	0.01720750643
706	0.01716446649
707	0.01712675148
708	0.01708409569
709	0.01704385754
710	0.01701707046
711	0.01698369594
712	0.01694823782
713	0.01693709763
714	0.0169104903
715	0.01687740694
716	0.01684427823
717	0.01681287107
718	0.01678428473
719	0.01675189112
720	0.0167149654
721	0.01667731131
722	0.01665191993
723	0.01659051813
724	0.01655839651
725	0.01652695218
726	0.01647316459
727	0.01644074487
728	0.01641294567
729	0.01637164173
730	0.01633464669
731	0.01629633733
732	0.01627456475
733	0.01624459126
734	0.01621905349
735	0.01618938451
736	0.01616981535
737	0.01613130661
738	0.01610085631
739	0.01606733171
740	0.01604309637
741	0.016007323
742	0.01596893254
743	0.01594027237
744	0.01592113544
745	0.01587982425
746	0.01584212818
747	0.01579955058
748	0.01575686758
749	0.01571513374
750	0.01566960654
751	0.0156468921
752	0.0156233208
753	0.01560319633
754	0.01556401434
755	0.01553793751
756	0.01549777902
757	0.0154640403
758	0.01542839502
759	0.01540104635
760	0.01537754071
761	0.01534286088
762	0.01531674669
763	0.01528481227
764	0.01526199459
765	0.01522872873
766	0.01518495169
767	0.01515967311
768	0.01513604993
769	0.01509931604
770	0.01507775147
771	0.01504395696
772	0.01502913057
773	0.0149944055
774	0.01496899068
775	0.01493806727
776	0.01491022885
777	0.01488065864
778	0.01485734564
779	0.01483375818
780	0.0148009754
781	0.01478044264
782	0.01476117572
783	0.01473196656
784	0.01469810975
785	0.0146691715
786	0.01464233009
787	0.01461781873
788	0.01457268603
789	0.01455275317
790	0.01452630526
791	0.01448767524
792	0.01445912175
793	0.01443739966
794	0.0144133206
795	0.01437954677
796	0.01434742728
797	0.01431485803
798	0.01429280293
799	0.01425400401
800	0.01421367554
801	0.01417912105
802	0.01414573548
803	0.0141211972
804	0.01409430623
805	0.01407590391
806	0.01405551354
807	0.01403817307
808	0.01399645094
809	0.01397553245
810	0.0139489355
811	0.01391426506
812	0.01388438281
813	0.01384981007
814	0.01382954857
815	0.01380410901
816	0.01377805876
817	0.01374298564
818	0.01370496214
819	0.01367360063
820	0.01363607945
821	0.01361338193
822	0.0135818735
823	0.01355569621
824	0.01352877053
825	0.01350351498
826	0.01348904592
827	0.01346753346
828	0.01344300129
829	0.013406691
830	0.01338177238
831	0.01337490192
832	0.01335180094
833	0.01332983908
834	0.01330984814
835	0.01328993962
836	0.01327418572
837	0.01323953917
838	0.01321262693
839	0.01318342081
840	0.01315912924
841	0.01313992944
842	0.01311493793
843	0.01308808852
844	0.01306824738
845	0.01303337086
846	0.01300807036
847	0.01298335247
848	0.01296789347
849	0.01294595499
850	0.01292496309
851	0.012904625
852	0.01288395499
853	0.01286255082
854	0.01283867127
855	0.01282250784
856	0.01279671058
857	0.01277617263
858	0.01275778462
859	0.01274023415
860	0.0127193805
861	0.01269336256
862	0.01267596528
863	0.01265541435
864	0.01263060363
865	0.01261181024
866	0.01258108734
867	0.0125519634
868	0.01252610155
869	0.01249944131
870	0.01246586356
871	0.01243654695
872	0.01240992404
873	0.01238643053
874	0.01236627437
875	0.0123440971
876	0.01232336485
877	0.0122989061
878	0.01227653098
879	0.01225406214
880	0.01223625878
881	0.01222518355
882	0.01220593146
883	0.0121790842
884	0.01215215175
885	0.01214007723
886	0.01212490678
887	0.01210186103
888	0.01208244941
889	0.01206285199
890	0.01204221751
891	0.01202856005
892	0.01200844092
893	0.01198492674
894	0.01195629867
895	0.01193824851
896	0.01192028495
897	0.01190034402
898	0.01188483397
899	0.01186871113
900	0.01185402495
901	0.01183073076
902	0.01181181429
903	0.01179207566
904	0.01177508898
905	0.01175088821
906	0.0117288975
907	0.01172006405
908	0.01169937254
909	0.01167915515
910	0.01165725364
911	0.01163246196
912	0.01160196856
913	0.01158284213
914	0.01155206901
915	0.01153424563
916	0.01151560931
917	0.01148826102
918	0.01146900755
919	0.01143712565
920	0.01141595163
921	0.01139929795
922	0.01136985329
923	0.01135568569
924	0.01133432491
925	0.01131423478
926	0.01129585647
927	0.0112633235
928	0.01124345058
929	0.01121920498
930	0.01119830961
931	0.01118478259
932	0.0111617232
933	0.01113706575
934	0.01111990162
935	0.01110792449
936	0.011081191
937	0.01106370559
938	0.01103711788
939	0.01102405685
940	0.01101041286
941	0.01099539638
942	0.01098197417
943	0.01096577623
944	0.01095461595
945	0.01093748791
946	0.01091763922
947	0.01089133951
948	0.01087154028
949	0.01084766112
950	0.01083007884
951	0.01081585666
952	0.01080140454
953	0.01077550691
954	0.01075683627
955	0.01074163969
956	0.01071925757
957	0.01068841927
958	0.01067153466
959	0.01065468879
960	0.01063835255
961	0.01062611936
962	0.01060784957
963	0.01058790592
964	0.01057268437
965	0.0105485633
966	0.01053696454
967	0.01052169763
968	0.01050545135
969	0.01049520168
970	0.01048552894
971	0.01046514848
972	0.01044189936
973	0.01043165245
974	0.01041533093
975	0.0103971165
976	0.01038067728
977	0.01036477505
978	0.01034910171
979	0.01033716303
980	0.01032399638
981	0.0103104572
982	0.01029295456
983	0.01027613106
984	0.01025128843
985	0.01023221923
986	0.01020798529
987	0.01019904466
988	0.01018317435
989	0.01016559578
990	0.01015418936
991	0.01014481784
992	0.01012504083
993	0.0101072801
994	0.01009371154
995	0.01007118338
996	0.01005301476
997	0.01003907819
998	0.01001223785
999	0.009997772442
